Symbol,Name,Price_intraday,Change,Change_pct,YTD_Return,Three_Months_Return,One_Year_Return,Three_Year_Return,Five_Year_Return,Net_Assets,50_Day_Avg,200_Day_Avg,Morningstar Rating
FHGDX,Fidelity Advisor Freedom Blend 2035 I,11.92,+0.03,+0.25%,+0.68%,-1.38%,+17.63%,+14.07%,+25.57%,3.168B,12.21,11.92,3 stars
FFBRX,Fidelity Freedom Blnd 2035 Premier,11.98,+0.03,+0.25%,+12.39%,+3.55%,+17.84%,+14.28%,+25.78%,3.168B,12.28,11.99,4 stars
FHJDX,Fidelity Freedom Blend 2035 K6,12.01,+0.03,+0.25%,+0.76%,-1.29%,+17.84%,+14.28%,+25.78%,3.168B,12.31,12.02,4 stars
FHASX,Fidelity Freedom Blend 2035,11.91,+0.03,+0.25%,+0.68%,-1.38%,+17.57%,+14.09%,+25.46%,3.168B,12.20,11.91,3 stars
FHBCX,Fidelity Advisor Freedom Blend 2035 M,11.81,+0.03,+0.25%,+0.68%,-1.53%,+16.99%,+13.51%,+25.00%,3.168B,12.07,11.80,2 stars
FHSDX,Fidelity Advisor Freedom Blend 2035 Z,11.95,+0.04,+0.34%,+0.68%,-1.38%,+17.76%,+14.16%,+25.65%,3.168B,12.24,11.95,4 stars
FHVCX,Fidelity Advisor Freedom Blend 2035 C,11.68,+0.03,+0.26%,+0.69%,-1.64%,+16.43%,+12.96%,+24.25%,3.168B,11.91,11.65,2 stars
TAFTX,American Funds Tax-Exempt Fund of CA A,16.56,+0.02,+0.12%,-0.85%,-1.43%,+6.26%,+2.04%,+7.31%,3.166B,16.78,16.75,3 stars
TECCX,American Funds Tax-Exempt Fund of CA C,16.56,+0.02,+0.12%,-0.88%,-1.64%,+5.45%,+1.28%,+6.49%,3.166B,16.78,16.75,1 star
EXCAX,American Funds Tax-Exempt Fund of CA F3,16.56,+0.02,+0.12%,-0.84%,-1.36%,+6.56%,+2.32%,+7.58%,3.166B,16.78,16.75,4 stars
TECFX,American Funds Tax-Exempt Fund of CA F1,16.56,+0.02,+0.12%,-0.85%,-1.46%,+6.17%,+1.94%,+7.19%,3.166B,16.78,16.75,3 stars
TEFEX,American Funds Tax-Exempt Fund of CA F2,16.56,+0.02,+0.12%,-0.84%,-1.39%,+6.46%,+2.22%,+7.48%,3.166B,16.78,16.75,4 stars
DIEMX,Driehaus Emerging Markets Growth Instl,36.94,+0.16,+0.44%,-0.78%,-4.71%,+11.45%,-1.69%,+25.60%,3.144B,37.82,38.32,3 stars
DREGX,Driehaus Emerging Markets Growth Fund,36.71,+0.16,+0.44%,-0.79%,-4.75%,+11.24%,-1.92%,+25.34%,3.144B,37.51,38.03,4 stars
FVDKX,Fidelity Value Discovery Fund,36.57,+0.06,+0.16%,+1.00%,-2.75%,+5.41%,+25.01%,+24.22%,3.143B,37.54,37.25,2 stars
FVDFX,Fidelity Value Discovery Fund,36.57,+0.07,+0.19%,+0.97%,-2.78%,+5.30%,+24.83%,+24.09%,3.143B,37.53,37.23,2 stars
VMGRX,Vanguard Mid Cap Growth Inv,27.75,+0.22,+0.80%,+2.27%,+3.68%,+24.08%,+9.77%,+32.07%,3.132B,28.08,25.86,3 stars
ALPAX,American Century Focused Lg Cap Val A,10.27,+0.11,+1.08%,+1.09%,-2.64%,+5.69%,+17.78%,+27.32%,3.12B,10.81,10.71,2 stars
ALVGX,American Century Focused Lg Cap Val R5,10.30,+0.12,+1.18%,+1.09%,-2.60%,+6.15%,+18.17%,+27.97%,3.12B,10.85,10.74,2 stars
ALVDX,American Century Focused Lg Cap Val R6,10.28,+0.11,+1.08%,+1.09%,-2.55%,+6.32%,+18.36%,+28.05%,3.12B,10.84,10.73,2 stars
ACFLX,American Century Focused Lg Cap Val G,10.30,+0.12,+1.18%,+14.99%,+5.57%,+6.32%,+18.36%,+28.05%,3.12B,10.86,10.75,3 stars
ALPCX,American Century Focused Lg Cap Val C,10.28,+0.12,+1.18%,+0.99%,-2.95%,+5.00%,+16.88%,+26.37%,3.12B,10.81,10.71,2 stars
ALVRX,American Century Focused Lg Cap Val R,10.29,+0.11,+1.08%,+1.09%,-2.71%,+5.52%,+17.45%,+27.08%,3.12B,10.83,10.73,2 stars
ALVIX,American Century Focused Lg Cap Val Inv,10.28,+0.12,+1.18%,+1.09%,-2.66%,+6.06%,+17.97%,+27.61%,3.12B,10.82,10.72,2 stars
ALVSX,American Century Focused Lg Cap Val I,10.29,+0.11,+1.08%,+1.09%,-2.59%,+6.26%,+18.29%,+27.97%,3.12B,10.83,10.73,2 stars
JHQTX,JPMorgan Hedged Equity 3 I,19.41,-0.05,-0.26%,+4.09%,+2.22%,--,--,--,3.113B,19.56,18.61,0 star
JHTGX,JPMorgan Hedged Equity 3 R5,19.43,-0.06,-0.31%,+4.11%,+2.24%,--,--,--,3.113B,19.59,18.63,0 star
JHTCX,JPMorgan Hedged Equity 3 C,19.30,-0.06,-0.31%,+3.92%,+2.04%,--,--,--,3.113B,19.45,18.51,0 star
JHTAX,JPMorgan Hedged Equity 3 A,19.37,-0.06,-0.31%,+4.04%,+2.16%,--,--,--,3.113B,19.53,18.58,0 star
JHTRX,JPMorgan Hedged Equity 3 R6,19.43,-0.06,-0.31%,+4.16%,+2.29%,+3.04%,+4.64%,+9.07%,3.113B,19.59,18.63,4 stars
SLDAX,SEI Long Duration Credit A (SIIT),7.63,+0.03,+0.39%,-0.77%,-5.99%,+9.45%,-2.58%,+21.40%,3.112B,7.84,7.94,3 stars
TORCX,Tortoise Energy Infrastructure Total Return Fund,20.01,+0.32,+1.63%,+6.84%,+14.58%,+12.98%,+39.33%,+17.15%,3.1B,18.80,16.68,4 stars
TORTX,Tortoise Energy Infrastructure Total Return Fund,20.55,+0.34,+1.68%,+6.87%,+14.78%,+13.91%,+40.40%,+18.05%,3.1B,19.43,17.20,4 stars
TORIX,Tortoise Energy Infrastructure TR Ins,20.89,+0.34,+1.65%,+6.86%,+14.86%,+14.19%,+40.81%,+18.39%,3.1B,19.78,17.49,4 stars
FCTLX,Franklin Total Return C,8.12,+0.01,+0.12%,-0.25%,-2.14%,+5.21%,-1.17%,+8.71%,3.098B,8.19,8.22,1 star
FRERX,Franklin Total Return Fund,8.26,+0.02,+0.24%,-0.22%,-2.04%,+6.17%,-0.50%,+9.55%,3.098B,8.33,8.36,2 stars
FTRRX,Franklin Total Return R,8.16,+0.02,+0.25%,-0.24%,-2.22%,+5.47%,-1.11%,+8.85%,3.098B,8.23,8.26,2 stars
FKBAX,Franklin Total Return A,8.19,+0.01,+0.12%,-0.23%,-2.03%,+5.71%,-0.77%,+9.09%,3.098B,8.26,8.30,2 stars
FBDAX,Franklin Total Return Adv,8.25,+0.02,+0.24%,-0.22%,-2.07%,+6.06%,-0.61%,+9.43%,3.098B,8.32,8.35,2 stars
MGTSX,Morgan Stanley Inst Global Opp R6,35.97,+0.19,+0.53%,+1.59%,+3.83%,+49.82%,+0.33%,+35.53%,3.097B,37.82,35.13,5 stars
MGGIX,Morgan Stanley Inst Global Opp I,35.64,+0.19,+0.54%,+1.58%,+3.81%,+49.70%,+0.22%,+35.44%,3.097B,37.46,34.86,5 stars
MSOPX,Morgan Stanley Inst Global Opp C,29.67,+0.16,+0.54%,+1.55%,+3.53%,+48.23%,-0.77%,+34.03%,3.097B,31.62,29.56,3 stars
MGGLX,Morgan Stanley Inst Global Opp L,32.40,+0.17,+0.53%,+1.58%,+3.71%,+49.17%,-0.12%,+34.96%,3.097B,34.23,31.96,5 stars
MGORX,Morgan Stanley Inst Global Opp IR,36.02,+0.20,+0.56%,+1.59%,+3.80%,+49.85%,+0.31%,+35.53%,3.097B,37.87,35.18,4 stars
MGGPX,Morgan Stanley Inst Global Opp A,33.20,+0.18,+0.55%,+1.57%,+3.75%,+49.29%,-0.05%,+35.03%,3.097B,35.03,32.67,5 stars
AGBAX,American Century Global Bond A,8.57,+0.01,+0.12%,-0.35%,-1.08%,+6.35%,-1.41%,+8.27%,3.092B,8.68,8.64,2 stars
AGBTX,American Century Global Bond C,8.39,+0.02,+0.24%,-0.48%,-1.40%,+5.52%,-2.11%,+7.40%,3.092B,8.48,8.45,1 star
AGBNX,American Century Global Bond R5,8.65,+0.01,+0.12%,-0.35%,-1.06%,+6.77%,-0.95%,+8.72%,3.092B,8.77,8.73,3 stars
AGBGX,American Century Global Bond G,8.68,+0.02,+0.23%,-0.35%,-0.94%,+7.53%,-0.37%,+9.38%,3.092B,8.80,8.76,3 stars
AGBVX,American Century Global Bond Inv,8.63,+0.02,+0.23%,-0.46%,-1.17%,+6.58%,-1.24%,+8.41%,3.092B,8.74,8.70,2 stars
AGBWX,American Century Global Bond Y,8.67,+0.01,+0.12%,-0.35%,-1.05%,+6.88%,-0.95%,+8.60%,3.092B,8.79,8.75,2 stars
AGBDX,American Century Global Bond R6,8.65,+0.01,+0.12%,-0.35%,-1.03%,+6.82%,-0.90%,+8.77%,3.092B,8.77,8.73,3 stars
AGBRX,American Century Global Bond R,8.51,+0.01,+0.12%,-0.35%,-1.22%,+6.00%,-1.67%,+7.91%,3.092B,8.61,8.58,1 star
AGBHX,American Century Global Bond I,8.66,+0.01,+0.12%,-0.35%,-0.99%,+6.78%,-1.02%,+8.60%,3.092B,8.77,8.74,2 stars
FMNEX,Free Market International Equity Fund,11.45,+0.01,+0.09%,+0.44%,-3.81%,+16.14%,+14.50%,+17.71%,3.09B,11.84,11.99,3 stars
PLIAX,Aristotle Core Income A,9.54,+0.02,+0.21%,-0.21%,-1.86%,+7.94%,-0.42%,+11.00%,3.085B,9.63,9.67,4 stars
PLIDX,Aristotle Core Income I-2,9.56,+0.01,+0.10%,-0.21%,-1.78%,+8.34%,-0.21%,+11.30%,3.085B,9.66,9.70,5 stars
PLIIX,Aristotle Core Income I,9.55,+0.02,+0.21%,-0.21%,-1.76%,+8.23%,-0.12%,+11.31%,3.085B,9.64,9.69,5 stars
PLNCX,Aristotle Core Income C,9.53,+0.02,+0.21%,-0.31%,-2.05%,+7.09%,-1.26%,+10.17%,3.085B,9.62,9.67,3 stars
AHLCX,American Beacon AHL Mgd Futs Strat C,9.46,-0.05,-0.53%,+0.85%,+3.03%,-4.79%,+4.01%,-0.78%,3.075B,9.41,9.68,3 stars
AHLYX,American Beacon AHL Mgd Futs Strat Y,10.03,-0.05,-0.50%,+0.80%,+3.12%,-3.99%,+5.14%,+0.34%,3.075B,10.00,10.27,4 stars
AHLIX,American Beacon AHL Mgd Futs Strat R5,10.09,-0.05,-0.49%,+0.80%,+3.20%,-3.85%,+5.12%,+0.43%,3.075B,10.06,10.34,4 stars
AHLPX,American Beacon AHL Mgd Futs Strat Inv,9.89,-0.05,-0.50%,+0.81%,+3.10%,-4.20%,+4.69%,+0.08%,3.075B,9.85,10.13,4 stars
AHLAX,American Beacon AHL Mgd Futs Strat A,9.91,-0.05,-0.50%,+0.81%,+3.17%,-4.21%,+4.88%,-0.04%,3.075B,9.86,10.13,4 stars
BGHSX,BrandywineGLOBAL High Yield IS,10.36,+0.02,+0.19%,-0.03%,+1.45%,+15.27%,+5.48%,+15.56%,3.069B,10.34,10.25,5 stars
BGHAX,BrandywineGLOBAL High Yield A,10.33,+0.01,+0.10%,-0.05%,+1.43%,+14.74%,+5.13%,+15.04%,3.069B,10.32,10.23,5 stars
BGHIX,BrandywineGLOBAL High Yield I,10.34,+0.01,+0.10%,+0.06%,+1.49%,+15.17%,+5.38%,+15.44%,3.069B,10.33,10.24,5 stars
BGHCX,BrandywineGLOBAL High Yield C,10.33,+0.01,+0.10%,+8.86%,+3.03%,+14.74%,+5.13%,+15.04%,3.069B,10.32,10.23,5 stars
TPLGX,T. Rowe Price Institutional Large Cap Core Growth Fund,72.65,-0.48,-0.66%,+1.36%,+6.25%,+49.60%,+17.89%,+30.15%,3.064B,78.52,74.39,4 stars
AXSIX,Axonic Strategic Income I,8.92,+0.01,+0.11%,+2.31%,+1.39%,--,--,--,3.063B,8.97,8.99,0 star
AXSAX,Axonic Strategic Income A,8.77,+0.01,+0.11%,+2.02%,+1.21%,--,--,--,3.063B,8.82,8.84,0 star
FMBRX,Franklin Mutual Beacon Fund,16.15,+0.18,+1.13%,+0.95%,-2.19%,+15.48%,+16.83%,+25.13%,3.063B,16.94,16.80,3 stars
BEGRX,Franklin Mutual Beacon Z,16.16,+0.17,+1.06%,+1.01%,-2.11%,+15.48%,+16.68%,+24.96%,3.063B,16.92,16.80,3 stars
TEBIX,Franklin Mutual Beacon A,15.93,+0.17,+1.08%,+1.03%,-2.17%,+15.19%,+16.46%,+24.69%,3.063B,16.67,16.55,3 stars
TEMEX,Franklin Mutual Beacon C,16.12,+0.18,+1.13%,+0.95%,-2.38%,+14.28%,+15.55%,+23.74%,3.063B,16.77,16.65,2 stars
CSMEX,Carillon Scout Mid Cap A,23.80,+0.23,+0.98%,+2.52%,+4.07%,+12.41%,+15.62%,+20.49%,3.063B,26.48,24.96,4 stars
CSMUX,Carillon Scout Mid Cap R-6,23.96,+0.23,+0.97%,+2.55%,+4.17%,+12.85%,+15.99%,+20.84%,3.063B,26.74,25.18,4 stars
CSMFX,Carillon Scout Mid Cap C,22.91,+0.22,+0.97%,+2.48%,+3.88%,+11.57%,+14.69%,+19.52%,3.063B,25.47,24.04,3 stars
UMBMX,Carillon Scout Mid Cap I,23.99,+0.23,+0.97%,+2.50%,+4.13%,+12.73%,+15.90%,+20.76%,3.063B,26.71,25.20,4 stars
FHZEX,Fidelity Advisor Freedom Blend 2040 C,12.23,+0.03,+0.25%,+0.91%,-1.30%,+18.84%,+15.05%,+25.31%,3.05B,12.49,12.16,2 stars
FHARX,Fidelity Freedom Blend 2040,12.51,+0.03,+0.24%,+0.97%,-1.05%,+19.99%,+16.21%,+26.56%,3.05B,12.83,12.46,4 stars
FHHDX,Fidelity Freedom Blend 2040 K6,12.63,+0.04,+0.32%,+0.96%,-1.05%,+20.20%,+16.45%,+26.70%,3.05B,12.95,12.59,4 stars
FHJFX,Fidelity Advisor Freedom Blend 2040 I,12.53,+0.03,+0.24%,+0.97%,-1.07%,+19.90%,+16.26%,+26.48%,3.05B,12.84,12.48,4 stars
FFBTX,Fidelity Freedom Blnd 2040 Premier,12.60,+0.03,+0.24%,+14.86%,+4.79%,+20.20%,+16.45%,+26.70%,3.05B,12.93,12.56,4 stars
FHYDX,Fidelity Freedom Blend 2040 K,12.57,+0.03,+0.24%,+0.97%,-1.02%,+20.03%,+16.31%,+26.67%,3.05B,12.89,12.52,4 stars
FHOEX,Fidelity Advisor Freedom Blend 2040 M,12.42,+0.03,+0.24%,+0.98%,-1.17%,+19.31%,+15.54%,+25.86%,3.05B,12.71,12.36,3 stars
FHDEX,Fidelity Advisor Freedom Blend 2040 A,12.42,+0.03,+0.24%,+0.90%,-1.15%,+19.63%,+15.92%,+26.15%,3.05B,12.73,12.37,3 stars
FHHFX,Fidelity Advisor Freedom Blend 2040 Z,12.59,+0.04,+0.32%,+0.97%,-1.14%,+20.09%,+16.27%,+26.67%,3.05B,12.91,12.54,4 stars
FFEFX,Nuveen Dividend Value R6,14.81,+0.10,+0.68%,+1.87%,-1.63%,+11.30%,+26.02%,+26.67%,3.049B,15.78,15.64,2 stars
FFECX,Nuveen Dividend Value C,13.98,+0.09,+0.65%,+1.83%,-1.96%,+10.09%,+24.64%,+25.16%,3.049B,14.91,14.82,1 star
FAQIX,Nuveen Dividend Value I,14.65,+0.10,+0.69%,+1.89%,-1.68%,+11.20%,+25.83%,+26.42%,3.049B,15.59,15.48,2 stars
FFEIX,Nuveen Dividend Value A,14.38,+0.10,+0.70%,+1.85%,-1.78%,+10.92%,+25.57%,+26.12%,3.049B,15.32,15.21,2 stars
SSBYX,State Street Target Retirement 2030 K,13.04,+0.03,+0.23%,+0.46%,-1.06%,+15.74%,+11.37%,+22.52%,3.044B,13.75,13.48,4 stars
SSBWX,State Street Target Retirement 2030 I,12.95,+0.02,+0.15%,+0.54%,-1.06%,+15.63%,+10.76%,+22.55%,3.044B,13.66,13.38,4 stars
SSAJX,State Street Target Retirement 2030 R3,13.05,+0.02,+0.15%,+11.27%,+3.65%,+15.63%,+10.76%,+22.55%,3.044B,13.72,13.45,4 stars
DFITX,DFA International Real Estate Securities,3.29,+0.02,+0.61%,+0.62%,-11.13%,+5.96%,+12.87%,+23.52%,3.038B,3.47,3.65,1 star
FNSOX,Fidelity Short-Term Bond Index,9.86,+0.01,+0.10%,-0.01%,-0.12%,+4.91%,-1.12%,+4.95%,3.033B,9.91,9.87,2 stars
TLWIX,Nuveen Lifecycle Index 2020 R6,18.72,+0.04,+0.21%,+0.42%,-0.79%,+13.07%,+8.75%,+17.95%,3.033B,19.76,19.69,5 stars
TLWRX,Nuveen Lifecycle Index 2020 Retire,18.56,+0.04,+0.22%,+0.37%,-0.91%,+12.83%,+8.48%,+17.59%,3.033B,19.57,19.50,4 stars
TLWHX,Nuveen Lifecycle Index 2020 I,18.70,+0.04,+0.21%,+0.42%,-0.81%,+12.97%,+8.61%,+17.85%,3.033B,19.75,19.66,4 stars
TLWPX,Nuveen Lifecycle Index 2020 Premier,18.62,+0.04,+0.22%,+0.43%,-0.85%,+12.91%,+8.56%,+17.81%,3.033B,19.64,19.58,5 stars
UITIX,Victory Tax Exempt Intermediate-Term Ins,12.44,+0.02,+0.16%,+2.74%,+0.44%,+5.35%,+1.87%,+6.76%,3.031B,12.57,12.57,4 stars
USATX,Victory Tax Exempt Intermediate-Term,12.44,+0.02,+0.16%,-0.51%,-1.15%,+5.61%,+2.12%,+7.02%,3.031B,12.57,12.58,4 stars
UTEIX,Victory Tax Exempt Intermediate-Term ClA,12.44,+0.02,+0.16%,-0.51%,-1.20%,+5.35%,+1.87%,+6.76%,3.031B,12.57,12.58,4 stars
MRLRX,BlackRock Advantage Large Cap Core R,18.60,+0.34,+1.86%,+1.81%,+2.55%,+25.00%,+27.94%,+28.47%,3.031B,19.26,19.01,3 stars
MDLRX,BlackRock Advantage Large Cap Core Inv A,20.97,+0.38,+1.85%,+1.80%,+2.59%,+25.28%,+28.29%,+28.82%,3.031B,21.64,21.24,3 stars
MLRKX,BlackRock Advantage Large Cap Core Fund,22.39,+0.41,+1.87%,+1.82%,+2.68%,+25.68%,+28.66%,+29.21%,3.031B,23.07,22.57,4 stars
MALRX,BlackRock Advantage Large Cap Core Instl,22.38,+0.40,+1.82%,+1.77%,+2.65%,+25.61%,+28.60%,+29.15%,3.031B,23.06,22.57,3 stars
MCLRX,BlackRock Advantage Large Cap Core Inv C,15.94,+0.29,+1.85%,+1.79%,+2.43%,+24.36%,+27.31%,+27.85%,3.031B,16.58,16.52,3 stars
FSRPX,Fidelity Select Retailing,20.84,+0.06,+0.29%,+1.51%,+6.43%,+26.85%,+18.16%,+26.32%,3.026B,21.44,20.09,4 stars
BMOPX,iShares US Aggregate Bond Index Inv P,8.88,+0.02,+0.23%,-0.21%,-2.25%,+5.39%,-2.09%,+8.32%,3.021B,8.96,9.00,2 stars
WFBIX,iShares US Aggregate Bond Index K,8.89,+0.02,+0.23%,-0.20%,-2.17%,+5.58%,-1.80%,+8.71%,3.021B,8.96,9.00,3 stars
BMOIX,iShares US Aggregate Bond Index Instl,8.88,+0.02,+0.23%,-0.32%,-2.29%,+5.65%,-1.85%,+8.56%,3.021B,8.96,9.00,3 stars
BMOAX,iShares US Aggregate Bond Index Inv A,8.88,+0.02,+0.23%,-0.33%,-2.35%,+5.39%,-2.09%,+8.39%,3.021B,8.96,9.00,2 stars
SSAZX,State Street Target Retirement 2035 R3,13.95,+0.03,+0.22%,+12.20%,+4.08%,+16.70%,+11.38%,+23.62%,3.011B,14.61,14.28,3 stars
SSCKX,State Street Target Retirement 2035 K,13.94,+0.03,+0.22%,+0.51%,-1.18%,+16.94%,+12.18%,+23.61%,3.011B,14.65,14.31,3 stars
SSCJX,State Street Target Retirement 2035 I,13.79,+0.03,+0.22%,+0.51%,-1.27%,+16.70%,+11.38%,+23.62%,3.011B,14.48,14.16,3 stars
SMMOX,Western Asset Managed Municipals 1,14.76,+0.06,+0.41%,-1.16%,-1.69%,+6.85%,+3.30%,+7.37%,3.007B,14.97,14.99,4 stars
SMMYX,Western Asset Managed Municipals I,14.83,+0.06,+0.41%,-1.14%,-1.66%,+6.87%,+3.35%,+7.38%,3.007B,15.05,15.07,4 stars
SMMCX,Western Asset Managed Municipals C,14.82,+0.06,+0.41%,-1.17%,-1.84%,+6.11%,+2.60%,+6.61%,3.007B,15.04,15.06,2 stars
SSMMX,Western Asset Managed Municipals IS,14.85,+0.02,+0.13%,-1.14%,-1.65%,+6.91%,+3.38%,+7.51%,3.007B,15.05,15.07,4 stars
SHMMX,Western Asset Managed Municipals A,14.81,+0.07,+0.47%,-1.22%,-1.77%,+6.63%,+3.16%,+7.22%,3.007B,15.02,15.04,3 stars
FUMBX,Fidelity Shrt-Term Trs Bd Index,10.16,+0.01,+0.10%,+0.09%,-0.17%,+4.47%,-1.25%,+4.19%,3.005B,10.21,10.19,3 stars
FRESX,Fidelity Real Estate Investment Portfolio,38.60,+0.81,+2.14%,-2.07%,-8.11%,+10.87%,+42.35%,+25.20%,3.004B,40.63,39.54,3 stars
VUSUX,Vanguard Long-Term Treasury Admiral,7.83,+0.03,+0.38%,-0.99%,-7.08%,+3.41%,-4.63%,+14.24%,3.003B,8.08,8.29,4 stars
VUSTX,Vanguard Long-Term Treasury Inv,7.83,+0.03,+0.38%,-0.99%,-7.10%,+3.31%,-4.73%,+14.13%,3.003B,8.08,8.29,3 stars
BDMCX,BlackRock Global Equity Mkt Netrl C,12.59,0.00,0.00%,+3.45%,+5.06%,+13.51%,+2.33%,-1.79%,3.002B,12.57,12.70,3 stars
BDMIX,BlackRock Global Equity Mkt Netrl Instl,13.96,0.00,0.00%,+3.41%,+5.22%,+14.58%,+3.34%,-0.84%,3.002B,13.93,14.01,4 stars
BDMAX,BlackRock Global Equity Mkt Netrl A,13.67,0.00,0.00%,+3.40%,+5.20%,+14.29%,+3.11%,-1.01%,3.002B,13.64,13.74,4 stars
BGCKX,BlackRock Global Equity Mkt Netrl K,14.01,0.00,0.00%,+3.39%,+5.23%,+14.63%,+3.42%,-0.81%,3.002B,13.98,14.05,4 stars
PRIMX,T. Rowe Price Summit Municipal Inc I,11.15,+0.01,+0.09%,-0.84%,-1.41%,+7.49%,+3.19%,+7.90%,2.996B,11.32,11.31,4 stars
PAIMX,T. Rowe Price Summit Municipal Inc Adv,11.15,+0.02,+0.18%,-0.94%,-1.59%,+7.01%,+2.90%,+7.45%,2.996B,11.31,11.30,3 stars
PRINX,T. Rowe Price Summit Municipal Inc Inv,11.15,+0.02,+0.18%,-0.93%,-1.53%,+7.28%,+3.15%,+7.80%,2.996B,11.31,11.30,3 stars
COSYX,Columbia Overseas Value Inst3,10.60,+0.03,+0.28%,+0.96%,-3.30%,+16.33%,+10.97%,+22.61%,2.994B,10.89,11.03,3 stars
COSBX,Columbia Overseas Value S,10.66,+0.04,+0.38%,+6.01%,+0.91%,+16.18%,+10.93%,+22.44%,2.994B,10.94,11.07,3 stars
COSZX,Columbia Overseas Value Inst,10.66,+0.04,+0.38%,+0.95%,-3.40%,+16.10%,+10.77%,+22.33%,2.994B,10.93,11.08,4 stars
COSSX,Columbia Overseas Value Inst2,10.58,+0.03,+0.28%,+0.96%,-3.35%,+16.18%,+10.93%,+22.47%,2.994B,10.87,11.02,3 stars
COCVX,Columbia Overseas Value C,10.53,+0.03,+0.29%,+0.86%,-3.57%,+14.91%,+9.73%,+21.18%,2.994B,10.77,10.92,3 stars
COAVX,Columbia Overseas Value A,10.63,+0.04,+0.38%,+0.86%,-3.44%,+15.85%,+10.62%,+22.08%,2.994B,10.90,11.05,4 stars
COVUX,Columbia Overseas Value R,10.32,+0.03,+0.29%,+0.88%,-3.48%,+15.56%,+10.28%,+21.86%,2.994B,10.58,10.72,3 stars
SFGRX,Seafarer Overseas Gr and Income Retail,11.58,+0.13,+1.14%,-2.44%,0.00%,+14.31%,-2.33%,+23.19%,2.992B,11.99,12.31,4 stars
SIGIX,Seafarer Overseas Gr and Income Instl,11.67,+0.13,+1.13%,+0.43%,-6.33%,+14.31%,-2.33%,+23.19%,2.992B,12.06,12.37,3 stars
SFGIX,Seafarer Overseas Gr and Income Investor,11.59,+0.13,+1.13%,+0.43%,-6.43%,+14.23%,-2.41%,+23.00%,2.992B,11.98,12.29,3 stars
FBNRX,Templeton Global Bond R6,6.49,-0.02,-0.31%,+0.93%,-7.20%,+2.72%,-4.59%,+1.01%,2.991B,6.68,7.00,1 star
TPINX,Templeton Global Bond Fund,6.54,-0.01,-0.15%,+0.92%,-7.25%,+2.43%,-5.06%,+0.63%,2.991B,6.72,7.04,1 star
TEGBX,Templeton Global Bond C,6.57,-0.02,-0.30%,+0.92%,-7.31%,+1.99%,-5.38%,+0.22%,2.991B,6.76,7.08,1 star
TGBAX,Templeton Global Bond Adv,6.50,-0.01,-0.15%,+0.93%,-7.23%,+2.71%,-4.74%,+0.89%,2.991B,6.68,7.00,1 star
FGBRX,Templeton Global Bond R,6.54,-0.01,-0.15%,+0.92%,-7.31%,+2.18%,-5.30%,+0.38%,2.991B,6.72,7.04,1 star
PIUHX,PIMCO StocksPLUS Intl (USD-Hedged) I2,8.36,+0.07,+0.84%,+0.48%,-0.14%,+20.65%,+18.30%,+26.38%,2.989B,8.36,8.54,5 stars
PISNX,PIMCO StocksPLUS International Fund (U.S. Dollar-Hedged),8.31,+0.07,+0.85%,+0.49%,-0.22%,+20.72%,+18.33%,+26.12%,2.989B,8.32,8.50,5 stars
PISIX,PIMCO StocksPLUS International Fund (U.S. Dollar-Hedged),8.51,+0.07,+0.83%,+0.48%,-0.22%,+20.86%,+18.40%,+26.36%,2.989B,8.52,8.69,5 stars
PIPAX,PIMCO StocksPLUS International Fund (U.S. Dollar-Hedged),7.69,+0.06,+0.79%,+0.53%,-0.23%,+20.46%,+18.04%,+25.91%,2.989B,7.71,7.89,5 stars
PIPCX,PIMCO StocksPLUS International Fund (U.S. Dollar-Hedged),6.44,+0.05,+0.78%,+0.47%,-0.46%,+19.53%,+17.21%,+24.99%,2.989B,6.47,6.68,5 stars
HLSCX,Hartford Disciplined Equity HLS IC,22.69,-0.07,-0.31%,+26.99%,+9.79%,-18.96%,+18.04%,-1.99%,2.986B,22.90,21.98,4 stars
HIAGX,Hartford Disciplined Equity HLS IA,22.69,-0.07,-0.31%,+0.98%,+2.31%,+21.24%,+25.52%,+34.12%,2.986B,22.98,22.05,4 stars
HBGIX,Hartford Disciplined Equity HLS IB,22.26,-0.07,-0.31%,+0.95%,+2.24%,+20.95%,+25.21%,+33.76%,2.986B,22.52,21.62,3 stars
FSAJX,Fidelity SAI Tax-Free Bond,9.95,+0.02,+0.20%,-0.78%,-1.51%,+7.66%,+2.28%,+8.25%,2.985B,10.08,10.07,3 stars
PLKGX,Putnam Small Cap Growth R6,82.81,+0.74,+0.90%,+3.48%,-0.98%,+23.38%,+14.56%,+38.15%,2.983B,83.24,77.70,5 stars
PNSAX,Putnam Small Cap Growth A,76.77,+0.68,+0.89%,+3.47%,-1.07%,+22.87%,+14.13%,+37.66%,2.983B,77.25,72.19,4 stars
PSYGX,Putnam Small Cap Growth Y,81.62,+0.73,+0.90%,+3.48%,-1.00%,+23.18%,+14.42%,+37.97%,2.983B,82.10,76.67,5 stars
PSGRX,Putnam Small Cap Growth R,72.07,+0.64,+0.90%,+3.46%,-1.13%,+22.59%,+13.84%,+37.24%,2.983B,72.54,67.83,4 stars
PNSCX,Putnam Small Cap Growth C,61.48,+0.55,+0.90%,+3.43%,-1.26%,+21.96%,+13.29%,+36.61%,2.983B,61.91,57.97,4 stars
